id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
ENSG00000125347.13	30487.2539296213	5.55914678490388	0.218390226676222	25.4551079025421	6.19761143014447e-143	1.43970513522256e-138	IRF1
ENSG00000111181.12	687.518774856768	4.7099855968679	0.195910867487767	24.0414718043245	1.02513997187665e-127	1.19070007733473e-123	SLC6A12
ENSG00000162645.12	36639.9865994442	6.66497525645629	0.286603253036571	23.2550579445301	1.26441733139335e-119	9.79080486942249e-116	GBP2
ENSG00000137496.17	7118.88521898265	4.05787463182097	0.177049380295295	22.9194512008625	2.97301657514309e-116	1.72657937601435e-112	IL18BP
ENSG00000145365.10	3642.65738526404	5.19246184680314	0.23714066050422	21.8961262727475	2.82828604553765e-106	1.31402169675679e-102	TIFA
ENSG00000204257.14	1906.26138120014	4.07091070855678	0.190574943022368	21.3612064838921	3.0678459312606e-101	1.18776768305306e-97	HLA-DMA
ENSG00000174944.8	1325.86619778208	9.86382768644561	0.472273565604655	20.8858348313797	7.20347649966641e-97	2.39052512981787e-93	P2RY14
ENSG00000100336.17	2553.09355559687	8.70771410938233	0.421813106448651	20.6435361449404	1.11592080990943e-94	3.24035505177451e-91	APOL4
ENSG00000231389.7	5128.75971026578	5.59340258155348	0.284467377503173	19.662720662903	4.49938280968991e-86	1.1613406963233e-82	HLA-DPA1
ENSG00000134470.20	4449.74019420758	4.29969632859004	0.219822233916558	19.5598791440822	3.39881925017828e-85	7.89545711816414e-82	IL15RA
ENSG00000204267.13	10418.4684813577	3.45758604895157	0.178869813053555	19.3301820465164	2.99359825677916e-83	6.32193522772545e-80	TAP2
ENSG00000129244.8	682.83862544555	7.19117185946089	0.381516647312713	18.8489071449786	2.99975507386451e-79	5.80702586382271e-76	ATP1B2
ENSG00000100911.15	11085.7166332061	3.35855372317097	0.178645536529255	18.800098722987	7.53759608509897e-79	1.34691043889884e-75	PSME2
ENSG00000154451.14	17107.5129265278	10.3751686942473	0.552416805784265	18.7814139352941	1.07187378269781e-78	1.77854485514787e-75	GBP5
ENSG00000100342.20	4106.06009429898	7.1346328105818	0.395801772291879	18.0257727732468	1.2229139310368e-72	1.89388604119899e-69	APOL1
ENSG00000133321.10	1390.65221335009	7.4486987821614	0.419844161659713	17.7415800012925	2.00224991968702e-70	2.90701660214559e-67	PLAAT4
ENSG00000136436.14	4836.66402499287	2.82745928725671	0.160913788251324	17.5712679316245	4.08929908015911e-69	5.58790691953507e-66	CALCOCO2
ENSG00000128284.19	13328.8098615821	7.97644809403788	0.454976278391183	17.5315691671728	8.22674651199545e-69	1.0617073415203e-65	APOL3
ENSG00000242574.8	2264.32834382401	3.81873480577694	0.220077534414196	17.3517702110835	1.91258632286249e-67	2.33838843579451e-64	HLA-DMB
ENSG00000101017.13	27878.3106009744	3.47745336937243	0.200569398498753	17.33790595874	2.43445700651009e-67	2.82762181306147e-64	CD40
ENSG00000162654.8	52059.2092668532	9.75163572935118	0.569984969486614	17.1085840002667	1.28075326604502e-65	1.41675706524885e-62	GBP4
ENSG00000172399.5	716.125847048923	-7.8308536751197	0.463505143130498	-16.8948582150144	4.90892499577046e-64	5.18337852962489e-61	MYOZ2
ENSG00000174749.5	1394.81763973733	2.9248146548311	0.173819537385162	16.826731326238	1.55450317045273e-63	1.57004820215726e-60	FAM241A
ENSG00000254838.5	136.298137932524	5.59041657314949	0.336451747998105	16.615804811277	5.35513259272538e-62	5.18332208870877e-59	GVINP1
ENSG00000225492.6	1290.19708532606	6.14079920774945	0.374153506577454	16.4125127783033	1.55628853297516e-60	1.44610330484051e-57	GBP1P1
ENSG00000183734.4	892.554378319144	4.2361974238942	0.259878584656686	16.3006791401856	9.76015749524201e-60	8.72032533132584e-57	ASCL2
ENSG00000213626.12	4434.63265925662	-4.42909662158132	0.274584264565696	-16.1301909582719	1.56535703588388e-58	1.34678681272528e-55	LBH
ENSG00000168394.11	38572.0145549028	5.35582220472697	0.337245400250526	15.8810830355235	8.56860282737711e-57	7.10888013142751e-54	TAP1
ENSG00000019582.14	53152.3514641648	4.15196028281808	0.264159018689519	15.7176548558356	1.14483371739799e-55	9.17051284660529e-53	CD74
ENSG00000164509.13	698.505731725589	8.39537896295341	0.536932703363684	15.6358122914836	4.15146997184381e-55	3.21462158153106e-52	IL31RA
ENSG00000186088.15	3192.3360396429	2.62207418955775	0.171923414346795	15.2514083059602	1.61120139479619e-52	1.20736156132631e-49	GSAP
ENSG00000092010.14	6751.61382429049	2.06513791930687	0.136293192174766	15.1521722131124	7.33031882499492e-52	5.32135332201975e-49	PSME1
ENSG00000132963.7	4224.11627480112	1.43230271642265	0.0946148658131104	15.1382417986179	9.06037003493824e-52	6.37795139126107e-49	POMP
ENSG00000261644.2	124.703875914198	2.53792415205276	0.168383016195534	15.0723286076882	2.46277452796293e-51	1.6826544789582e-48	NA
ENSG00000244731.7	728.710211692406	5.02663560343176	0.334757925389887	15.0157329287345	5.79181190855562e-51	3.84410830387849e-48	C4A
ENSG00000096996.15	628.63472987513	3.22488717335337	0.215421619667119	14.9701184975614	1.15115959569583e-50	7.42817705778173e-48	IL12RB1
ENSG00000140105.17	166137.597746169	5.82631200646495	0.391760416705109	14.8721304093635	4.99966855350211e-50	3.13898109453659e-47	WARS1
ENSG00000131203.12	92506.3857924553	9.54375088418834	0.645344132011705	14.7886227065209	1.73467139684774e-49	1.0604320144414e-46	IDO1
ENSG00000089041.16	14162.7439942429	4.65496279284831	0.316607922487129	14.7026099545489	6.20223493542493e-49	3.69430557820311e-46	P2RX7
ENSG00000213886.3	2076.7113700128	10.2689030315864	0.704706979608971	14.5718764376144	4.24080460990352e-48	2.46284727720147e-45	UBD
ENSG00000166002.6	1961.81678305713	3.05041078676765	0.209404004170821	14.5671082023784	4.54736546385677e-48	2.57647072500958e-45	SMCO4
ENSG00000270547.5	221.319222892065	-5.37178825343305	0.37161722386165	-14.4551649076226	2.32572109690705e-47	1.28634526383692e-44	LINC01235
ENSG00000163568.14	1446.75738502365	7.80282614710809	0.543851415909087	14.3473491451063	1.10687820533783e-46	5.97971644418553e-44	AIM2
ENSG00000234518.2	311.048559155328	8.27693881256235	0.577158843248836	14.3408333934058	1.21586541264791e-46	6.41921671268428e-44	NA
ENSG00000204252.13	147.473980059016	5.78277192576325	0.403906876512091	14.3170920378974	1.71135630013394e-46	8.83440152269143e-44	HLA-DOA
ENSG00000168899.4	714.998155001839	4.74321497920709	0.333386107905733	14.2273924039698	6.19489639679773e-46	3.12842268038285e-43	VAMP5
ENSG00000117228.9	98133.5358034344	7.68493941132261	0.552829105360849	13.9011121824102	6.2364701895641e-44	3.08240856390583e-41	GBP1
ENSG00000170989.9	705.710184856197	-5.36684647043298	0.386792927392318	-13.8752445827157	8.94873264850798e-44	4.33081373801751e-41	S1PR1
ENSG00000135052.16	4669.41009555968	2.6481344793674	0.191979121653974	13.7938670442531	2.77477930239537e-43	1.31547190193152e-40	GOLM1
ENSG00000186470.13	733.275129385949	2.55550120873753	0.185528796880129	13.7741485511204	3.6465697603232e-43	1.66097677514329e-40	BTN3A2
ENSG00000188906.15	10586.6363424332	4.60504088877312	0.334317795357714	13.7744414228558	3.63181233161132e-43	1.66097677514329e-40	LRRK2
ENSG00000223749.9	896.267706825082	2.99723749422705	0.21850037504465	13.7173105245909	7.99774306284288e-43	3.57283791057385e-40	NA
ENSG00000121380.12	1198.2074532699	5.99681289228673	0.439863616060594	13.6333460493824	2.53677084475378e-42	1.11187144761567e-39	BCL2L14
ENSG00000123992.19	1880.71453939157	1.27723932077352	0.0941638746939407	13.5640055692791	6.54614298456729e-42	2.76485275511815e-39	DNPEP
ENSG00000179583.19	1524.77592426448	6.11112738085579	0.45050139593271	13.5651685788973	6.44313641536336e-42	2.76485275511815e-39	CIITA
ENSG00000177675.8	1265.47658935921	-4.13057832835264	0.306358798790075	-13.4828127824819	1.9743399863171e-41	8.18998533609753e-39	CD163L1
ENSG00000117226.11	5386.56394787695	3.67174601057441	0.272961089365201	13.4515363311065	3.01541383321083e-41	1.2289133920261e-38	GBP3
ENSG00000124785.8	619.740512450062	3.31201646149576	0.247497617997889	13.3820134847682	7.70319532238445e-41	3.08526254032743e-38	NRN1
ENSG00000188820.12	7983.04246542686	5.68112918321093	0.427194870603169	13.298683046427	2.35581185788356e-40	9.27551007773474e-38	CALHM6
ENSG00000131979.18	32102.0547373248	4.7415211662343	0.357619194225388	13.258575721878	4.02466959921397e-40	1.55821791316234e-37	GCH1
ENSG00000086300.15	12773.2119887733	4.96531505150713	0.375861097535989	13.2105053809983	7.63103549664712e-40	2.85917668688891e-37	SNX10
ENSG00000204592.8	51489.7070596966	2.30586778737403	0.174543112226562	13.2108781490096	7.59333678536515e-40	2.85917668688891e-37	HLA-E
ENSG00000198520.11	129.824694102469	4.73863153177	0.359932056157463	13.1653501006783	1.38892314685e-39	5.12137852401994e-37	ARMH1
ENSG00000153012.11	530.437443742984	-6.3719268026721	0.484329850370646	-13.1561719720472	1.56832700032198e-39	5.6925369089812e-37	LGI2
ENSG00000152229.18	11579.7704434045	2.87351426239318	0.219233598572961	13.1070888818936	2.99890157649518e-39	1.07176128649205e-36	PSTPIP2
ENSG00000196329.11	1820.43898990222	3.88381472019002	0.299563920652453	12.9648948101995	1.93495660608597e-38	6.81046090293593e-36	GIMAP5
ENSG00000143774.16	2929.34307779191	0.938792389320242	0.0729946846101527	12.8611061796364	7.45027894077072e-38	2.58313402677767e-35	GUK1
ENSG00000140511.11	4158.50313854786	7.09041343949547	0.551610436837824	12.8540233577562	8.16505703090051e-38	2.78932757099734e-35	HAPLN3
ENSG00000197448.13	4230.60918232389	1.38603570543657	0.107907185452604	12.8447025990253	9.21052063633836e-38	3.10087528090058e-35	GSTK1
ENSG00000057252.12	2841.78093935577	1.59917885664273	0.124855488355327	12.8082383698794	1.47443959220109e-37	4.89303310383304e-35	SOAT1
ENSG00000108387.14	668.125268735484	6.07948824612412	0.474848490677839	12.8030063598723	1.57724689898916e-37	5.14138621445592e-35	SEPTIN4
ENSG00000110852.4	211.728792929349	3.00645765836448	0.234838988633857	12.8022083379516	1.59354200361957e-37	5.14138621445592e-35	CLEC2B
ENSG00000120217.13	26634.0659028169	6.58406417155452	0.515970978658269	12.760531975414	2.72334851362346e-37	8.66621725636616e-35	CD274
ENSG00000225342.2	61.2343165234634	3.56273993096734	0.279613214019974	12.7416722541333	3.46879001451348e-37	1.08891881131281e-34	NA
ENSG00000185338.5	4148.29012331698	7.6884355222759	0.605627504694909	12.6949906711206	6.30374600834054e-37	1.95248026365001e-34	SOCS1
ENSG00000204287.13	19407.8231259013	6.64742382014333	0.524261969113873	12.6795842761188	7.67377830023758e-37	2.34555091992788e-34	HLA-DRA
ENSG00000184588.17	13894.5325115073	3.3878017057887	0.269149716650576	12.5870528416232	2.48789877785517e-36	7.50569981942541e-34	PDE4B
ENSG00000172954.13	721.381832064912	-2.16875628042498	0.172339231711375	-12.5842285525394	2.57849432926753e-36	7.6792850344724e-34	LCLAT1
ENSG00000113263.12	325.095395130622	4.63680206929174	0.369259859978089	12.5570162691576	3.6379457134596e-36	1.06974023954008e-33	ITK
ENSG00000146859.6	1084.42049266482	6.11379021594704	0.487051192757225	12.5526644978252	3.84355342048458e-36	1.11607182447321e-33	TMEM140
ENSG00000123146.19	5600.86283380607	3.04496334048595	0.242663507534719	12.5480892097065	4.07218196077736e-36	1.16786156726985e-33	ADGRE5
ENSG00000116663.10	2252.91692650273	3.91000680787216	0.312501400016364	12.5119657309292	6.42151770665669e-36	1.81916897958091e-33	FBXO6
ENSG00000010030.13	1680.29889817978	7.0265420574346	0.562588562800198	12.4896638894702	8.50120212052903e-36	2.37931235252879e-33	ETV7
ENSG00000205220.11	3530.43901469621	2.13152058043147	0.171936397592802	12.3971457485085	2.70798614388034e-35	7.48887120504052e-33	PSMB10
ENSG00000197646.7	1649.50459855061	3.92395619061283	0.317037130966067	12.3769609529832	3.482826950098e-35	9.51836118244429e-33	PDCD1LG2
ENSG00000234745.10	48352.265841706	3.06551724541074	0.248239048505405	12.3490533172262	4.92879896754472e-35	1.33134883739609e-32	HLA-B
ENSG00000206503.12	25075.4563934024	2.33960884579348	0.189889912966967	12.3208695461379	6.99360981220609e-35	1.86737420617871e-32	HLA-A
ENSG00000256262.1	98.2168318021229	6.52367784799372	0.53021908424	12.3037401743933	8.64751812689559e-35	2.28274825099755e-32	NA
ENSG00000099250.17	24206.3686819444	-1.85366456565081	0.151290387629707	-12.2523617970216	1.63173590167778e-34	4.22021646094941e-32	NRP1
ENSG00000128335.13	9294.04408973481	3.80831327131439	0.310826948801531	12.2521978419126	1.63503866330369e-34	4.22021646094941e-32	APOL2
ENSG00000198814.12	12778.9935361418	3.69487374271964	0.302247752814478	12.2246524856302	2.29561289285383e-34	5.86011950560378e-32	GK
ENSG00000231925.11	18162.4025242686	1.86436294800136	0.15322454726379	12.1675213358059	4.62927262928476e-34	1.1688913388944e-31	TAPBP
ENSG00000173369.15	46199.868494893	3.51907385504176	0.289307455510182	12.1637855783427	4.84598605671466e-34	1.21045436663959e-31	C1QB
ENSG00000160216.18	6953.36056221684	1.15786517006349	0.0952410799105895	12.1572032903288	5.25262956968315e-34	1.29807005216744e-31	AGPAT3
ENSG00000233901.5	60.7225832952019	-2.2968957781056	0.189141405168824	-12.1438020197399	6.18823232176268e-34	1.51318565088997e-31	LINC01503
ENSG00000167207.13	1892.01540572093	3.4334618405657	0.283516466633225	12.1102731045511	9.31833827670413e-34	2.25484373091497e-31	NOD2
ENSG00000136867.10	5951.82831785068	2.6915318363172	0.223198118125591	12.0589360650555	1.74016320739843e-33	4.16742178431603e-31	SLC31A2
ENSG00000164308.16	2040.5751440509	3.65368879387835	0.30438119632263	12.0036613234334	3.39919519403294e-33	8.05748003646788e-31	ERAP2
ENSG00000159871.14	132.230741934285	4.63989709455846	0.38776731806696	11.9656734293354	5.37596453916394e-33	1.26145107317958e-30	LYPD5
ENSG00000135604.9	8678.06698005555	2.90540403437943	0.243945939593224	11.9100323589076	1.04936529716546e-32	2.43767558531536e-30	STX11
